Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Masyn Winn","STL",107,461,417,105,74,20,3,8,60,46,34,0,87,6,4,1,,9,3,0.252744,0.0734664,0.189255,0.388188,0.314703,0.37335,0.302697,0.688053,0.120606,5.51604,0.299083,0,-0.21046,50.6088,-3.87799,95.0904,-0.21046,6.35303,-2.8937421292066574,11.29377555847168,2.43019,364.7799987792969,,,,,,,450,4.205607476,450,4.205607476,,,,,,,,,,,,,,,,,,,"Masyn Winn","27479",691026
"Ian Happ","CHC",109,472,404,98,57,22,1,18,63,57,62,3,118,4,2,0,,6,2,0.241855,0.130509,0.250365,0.521277,0.345901,0.433149,0.339316,0.77905,0.191294,3.88795,0.29616,0,-0.391693,65.8437,10.0652,119.82,-0.391693,2.4234,10.697523951530457,-2.705458402633667,2.42568,184.86000061035156,,,,,,,587.3,5.388073394,587.3,5.388073394,,,,,,,,,,,,,,,,,,,"Ian Happ","17919",664023
"Iván Herrera","STL",103,434,370,101,68,20,1,13,54,53,49,3,82,11,3,0,,6,1,0.271532,0.113894,0.189675,0.600467,0.371077,0.430301,0.35089,0.801378,0.158769,3.97904,0.315888,0,-0.174382,64.5584,13.3205,128.104,-0.174382,-0.160043,14.269610315561295,-5.08288212120533,2.41701,178.42999267578125,,,,,,,570.1,5.534951456,570.1,5.534951456,,,,,,,,,,,,,,,,,,,"Ivan Herrera","20599",671056
"Austin Riley","ATL",106,457,413,105,62,21,1,20,60,62,36,1,118,6,3,0,,3,1,0.254746,0.0777423,0.258477,0.300771,0.321202,0.458867,0.335964,0.780069,0.204121,3.77483,0.306825,0,-0.397773,62.5202,8.50313,115.26,-0.397773,-1.04167,7.870765447616577,0.449068546295166,2.40844,59.36000061035156,,,,,,,558.5,5.268867924,558.5,5.268867924,,,,,,,,,,,,,,,,,,,"Austin Riley","18360",663586
"Isaac Paredes","HOU",107,463,398,96,60,18,1,17,50,61,51,0,80,12,2,0,,0,1,0.240394,0.10949,0.172836,0.633491,0.342258,0.419975,0.335669,0.762233,0.179581,1.75634,0.258771,0,-1.09228,63.213,8.50159,116.349,-1.09228,-0.811382,7.83012330532074,-0.2836044430732727,2.40356,243.60000610351562,,,,,,,543.5,5.079439252,543.5,5.079439252,,,,,,,,,,,,,,,,,,,"Isaac Paredes","20036",670623
"Kazuma Okamoto","TOR",100,431,378,94,55,20,0,19,50,68,45,4,91,5,2,0,,1,1,0.247285,0.1037,0.210577,0.492455,0.333486,0.452616,0.337755,0.786102,0.205331,1.61388,0.274097,0,-0.80808,59.5779,8.64463,117.815,-0.80808,-0.521009,8.24269813299179,0.33825069665908813,2.39674,999,,,,,,,534.1,5.341,534.1,5.341,,,,,,,,,,,,,,,,,,,"Kazuma Okamoto","37123",672960
"Kyle Schwarber","PHI",113,487,406,91,41,15,1,33,71,78,72,3,144,6,2,0,,4,1,0.222944,0.147935,0.295648,0.500374,0.347209,0.508753,0.365196,0.855963,0.285809,3.68727,0.248966,0,-0.45953,78.1553,20.6154,134.146,-0.45953,-0.0091307,19.248231917619705,-12.041538462974131,2.39611,24.690000534057617,,,,,,,701.8,6.210619469,701.8,6.210619469,,,,,,,,,,,,,,,,,,,"Kyle Schwarber","16478",656941
"Daulton Varsho","TOR",100,431,391,92,50,19,3,20,59,61,33,2,100,4,2,1,,7,2,0.234899,0.0771082,0.232729,0.331321,0.300051,0.448632,0.320601,0.748683,0.213733,5.29449,0.264197,0,-0.117371,53.5744,2.64109,105.998,-0.117371,4.04086,2.929864950478077,5.580362558364868,2.3895,192.2100067138672,,,,,,,503.1,5.031,503.1,5.031,,,,,,,,,,,,,,,,,,,"Daulton Varsho","19918",662139
"Jeremy Peña","HOU",99,429,392,105,73,20,1,11,52,46,25,1,76,8,2,1,,11,3,0.268165,0.0576994,0.177592,0.324898,0.321853,0.410796,0.319031,0.732649,0.142631,5.1695,0.306307,0,0.47985,52.7165,2.07931,104.888,0.47985,1.0554,2.9486338198184967,5.647071599960327,2.38942,122.9800033569336,,,,,,,474.6,4.793939393,474.6,4.793939393,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"Ceddanne Rafaela","BOS",95,411,380,101,65,21,3,12,56,53,20,0,90,7,2,1,,14,6,0.265195,0.0487595,0.217931,0.223739,0.312718,0.428112,0.320699,0.74083,0.162917,6.32141,0.317222,0,-0.273453,51.1152,2.55088,101.265,-0.273453,7.22244,0.33955538272857666,8.690338611602783,2.37203,125.02999877929688,,,,,,,467.2,4.917894736,467.2,4.917894736,,,,,,,,,,,,,,,,,,,"Ceddanne Rafaela","24262",678882
"CJ Abrams","WSN",105,452,407,107,66,22,3,15,64,59,31,2,86,11,3,1,,21,5,0.262325,0.0680319,0.189854,0.358339,0.328343,0.444096,0.333107,0.772439,0.181771,6.97418,0.29685,0,1.56757,60.7915,7.36163,113.794,1.56757,-5.29846,8.960309505462646,-0.9859609603881836,2.35617,65,,,,,,,566,5.39047619,566,5.39047619,,,,,,,,,,,,,,,,,,,"CJ Abrams","25768",682928
"Oneil Cruz","PIT",97,417,369,90,52,17,2,19,60,57,43,3,130,3,2,0,,25,4,0.245307,0.103971,0.312546,0.332658,0.328376,0.457086,0.337046,0.785461,0.211778,7.06476,0.323677,0,2.73317,57.4504,8.13047,114.589,2.73317,-2.24368,9.950616121292114,-0.8949102163314819,2.34832,92.93000030517578,,,,,,,548.6,5.655670103,548.6,5.655670103,,,,,,,,,,,,,,,,,,,"Oneil Cruz","21711",665833
"Andrés Giménez","TOR",101,436,395,99,69,18,2,10,47,54,23,1,75,13,3,3,,16,3,0.249961,0.0517051,0.171112,0.30217,0.309041,0.380772,0.301847,0.689813,0.130812,5.84045,0.282949,0,1.30063,47.5574,-3.96813,93.0788,1.30063,5.5078,-2.2566323280334473,10.180024147033691,2.34712,412.2200012207031,,,,,,,447,4.425742574,447,4.425742574,,,,,,,,,,,,,,,,,,,"Andres Gimenez","19950",665926
"Konnor Griffin","PIT",101,437,393,101,70,18,3,11,67,59,26,1,113,14,3,1,,23,6,0.256672,0.0603238,0.257747,0.234043,0.323314,0.396508,0.315599,0.719822,0.139835,7.31689,0.331151,0,1.4081,52.5716,0.903136,99.897,1.4081,2.00058,1.3547385036945343,6.685761451721191,2.31216,999,,,,,,,492.2,4.873267326,492.2,4.873267326,,,,,,,,,,,,,,,,,,,"Konnor Griffin","35376",804606
"Willy Adames","SFG",109,472,424,100,60,23,1,16,57,56,43,1,120,3,2,0,,7,3,0.235887,0.0907553,0.253697,0.357731,0.308707,0.408862,0.31213,0.717569,0.172975,3.81401,0.288245,0,-0.37596,55.4238,-0.35464,101.797,-0.37596,1.10515,0.6297147572040558,6.163024425506592,2.30298,133.92999267578125,,,,,,,501.7,4.602752293,501.7,4.602752293,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"Seiya Suzuki","CHC",101,437,383,100,59,19,2,20,56,63,49,3,111,3,3,0,,4,2,0.260461,0.111529,0.252772,0.441221,0.346034,0.477169,0.353098,0.823204,0.216708,4.02955,0.31301,0,-0.859559,65.8849,14.2165,129.261,-0.859559,-0.20423,14.305455803871155,-6.664106458425522,2.27132,113.43000030517578,,,,,,,589.5,5.836633663,589.5,5.836633663,,,,,,,,,,,,,,,,,,,"Seiya Suzuki","30116",673548
"Wilyer Abreu","BOS",87,376,332,86,53,17,1,15,48,50,41,2,88,1,2,0,,6,2,0.257926,0.108007,0.23503,0.459547,0.339082,0.448656,0.339794,0.787738,0.190731,4.10419,0.306959,0,-0.414338,52.5796,8.16107,114.419,-0.414338,7.28048,5.97428423166275,3.1810951232910156,2.26124,199.89999389648438,,,,,,,477.4,5.487356321,477.4,5.487356321,,,,,,,,,,,,,,,,,,,"Wilyer Abreu","23772",677800
"Manny Machado","SDP",104,451,405,100,64,19,0,18,58,61,41,3,91,1,4,0,,6,2,0.248055,0.0913554,0.202691,0.450713,0.316859,0.424738,0.319826,0.741598,0.176684,3.51833,0.27684,0,-0.188677,55.7822,2.47999,108.415,-0.188677,1.94017,4.310512498021126,2.5488144755363464,2.23841,37.52000045776367,,,,,,,511.1,4.914423076,511.1,4.914423076,,,,,,,,,,,,,,,,,,,"Manny Machado","11493",592518
"Max Muncy","LAD",74,318,265,61,34,10,1,16,48,41,48,2,80,4,1,0,,1,0,0.229735,0.150053,0.252879,0.593377,0.352859,0.456661,0.351533,0.80952,0.226926,3.25945,0.262974,0,-0.316619,47.5124,9.93532,126.906,-0.316619,0.366383,9.824921071529388,1.3957043588161469,2.23129,234.3699951171875,,,,,,,419.6,5.67027027,419.6,5.67027027,,,,,,,,,,,,,,,,,,,"Max Muncy","13301",571970
"Taylor Ward","BAL",108,467,400,100,60,23,1,16,60,57,61,0,108,4,3,0,,4,2,0.249537,0.130169,0.232278,0.560399,0.351589,0.433414,0.343864,0.785003,0.183877,3.42985,0.301021,0,-0.988479,66.8753,11.684,122.863,-0.988479,-0.933898,11.59846419095993,-5.938527166843414,2.22485,148.42999267578125,,,,,,,579.8,5.368518518,579.8,5.368518518,,,,,,,,,,,,,,,,,,,"Taylor Ward","17548",621493
"Matt McLain","CIN",97,417,366,89,56,18,2,14,54,52,43,0,109,5,2,2,,13,3,0.243041,0.103507,0.262118,0.394889,0.329465,0.413529,0.325784,0.742995,0.170489,5.52198,0.307346,0,0.613881,53.6335,4.3136,103.877,0.613881,3.1543,2.5320034623146057,4.787015318870544,2.17063,144.3000030517578,,,,,,,487.9,5.029896907,487.9,5.029896907,,,,,,,,,,,,,,,,,,,"Matt McLain","29695",680574
"Will Smith","LAD",76,301,259,67,44,11,1,11,39,39,34,2,58,5,3,0,,1,1,0.256557,0.113188,0.194389,0.582278,0.350792,0.431044,0.340611,0.781835,0.174487,3.10039,0.290006,0,-0.539715,42.2579,6.72748,119.424,-0.539715,-0.726132,6.382756233215332,4.704423785209656,2.15864,95.69000244140625,,,,,,,373.3,4.911842105,373.3,4.911842105,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"Randy Arozarena","SEA",111,478,412,103,65,22,1,14,64,53,47,1,123,15,4,0,,21,5,0.249802,0.0984704,0.257231,0.382809,0.345672,0.4129,0.333964,0.758572,0.163098,5.57672,0.31832,0,1.24778,64.569,8.11153,121.131,1.24778,-3.2768,13.147798418998718,-8.536981344223022,2.15527,89.37999725341797,,,,,,,577.8,5.205405405,577.8,5.205405405,,,,,,,,,,,,,,,,,,,"Randy Arozarena","19290",668227
"Willson Contreras","BOS",103,446,382,97,57,22,1,17,52,62,43,1,114,17,4,1,,3,1,0.254477,0.0964582,0.254473,0.379051,0.353271,0.449552,0.350009,0.802823,0.195076,3.41934,0.31454,0,-0.384685,66.0943,13.3843,121.456,-0.384685,2.85741,10.896308183670044,-5.395061731338501,2.13462,168.1999969482422,,,,,,,573.4,5.566990291,573.4,5.566990291,,,,,,,,,,,,,,,,,,,"Willson Contreras","11609",575929
"Yandy Díaz","TBR",109,470,416,122,87,20,1,14,56,60,45,2,66,7,3,0,,2,1,0.293951,0.0959274,0.14051,0.682709,0.370059,0.450772,0.356902,0.820831,0.156821,2.68201,0.319152,0,-0.811808,72.2915,16.7377,129.518,-0.811808,0,15.545508980751038,-10.92361068725586,2.12946,138.63999938964844,,,,,,,619.5,5.683486238,619.5,5.683486238,,,,,,,,,,,,,,,,,,,"Yandy Diaz","16578",650490
"Jazz Chisholm Jr.","NYY",100,432,382,91,56,15,1,18,55,62,44,1,116,4,2,1,,23,6,0.238922,0.101734,0.268379,0.379069,0.321535,0.430333,0.326227,0.751869,0.191412,5.7572,0.29127,0,1.61324,55.7046,4.62325,110.397,1.61324,-2.44838,6.911100387573242,-1.0463718175888062,2.12325,19.520000457763672,,,,,,,516.9,5.169,516.9,5.169,,,,,,,,,,,,,,,,,,,"Jazz Chisholm Jr.","20454",665862
"Brent Rooker","ATH",104,451,400,106,60,21,1,24,57,79,44,2,117,4,3,0,,5,1,0.265117,0.0976378,0.258892,0.377137,0.3411,0.504421,0.360089,0.845521,0.239304,3.97125,0.312407,0,0.109647,70.5287,17.2264,129.776,0.109647,0.00214051,15.941101431846619,-10.774403102695942,2.11806,42.11000061035156,,,,,,,636.5,6.120192307,636.5,6.120192307,,,,,,,,,,,,,,,,,,,"Brent Rooker","19627",667670
"Miguel Vargas","CHW",104,451,389,93,54,22,2,16,67,53,54,0,81,6,3,0,,7,1,0.240224,0.118955,0.179934,0.661103,0.338715,0.42619,0.334411,0.764905,0.185965,5.26749,0.263812,0,0.196459,61.1241,7.82183,114.65,0.196459,-4.11153,7.985614836215973,-2.8584444522857666,2.11401,303.0899963378906,,,,,,,547.9,5.26826923,547.9,5.26826923,,,,,,,,,,,,,,,,,,,"Miguel Vargas","20178",678246
"Roman Anthony","BOS",92,396,337,87,56,18,2,11,56,45,54,1,98,3,2,0,,5,2,0.258367,0.136784,0.248577,0.550267,0.364757,0.420551,0.345542,0.785308,0.162183,4.61008,0.332046,0,-0.713381,57.232,10.4444,118.379,-0.713381,4.04543,7.8640705943107605,-0.9132089614868164,2.10633,50.75,,,,,,,492.1,5.348913043,492.1,5.348913043,,,,,,,,,,,,,,,,,,,"Roman Anthony","31812",701350
"Michael Busch","CHC",98,422,367,92,53,19,2,17,56,60,47,2,102,6,3,0,,3,0,0.250107,0.111087,0.24075,0.46142,0.342425,0.455272,0.344891,0.797697,0.205165,4.347,0.2973,0,-0.145257,60.8246,10.9176,123.639,-0.145257,2.28611,11.68852436542511,-5.291820526123047,2.0932,106.45999908447266,,,,,,,539.2,5.502040816,539.2,5.502040816,,,,,,,,,,,,,,,,,,,"Michael Busch","26319",683737
"Bryson Stott","PHI",100,432,388,99,69,17,3,10,51,50,37,1,72,2,3,2,,19,3,0.254129,0.0850133,0.167086,0.5088,0.320428,0.391162,0.311562,0.71159,0.137033,6.24078,0.287015,0,2.00838,50.5572,-0.524132,97.4045,2.00838,3.76381,0.6785086393356323,5.378775238990784,2.09232,181.44000244140625,,,,,,,471.5,4.715,471.5,4.715,,,,,,,,,,,,,,,,,,,"Bryson Stott","26294",681082
"Jonathan Aranda","TBR",102,440,380,103,70,17,0,16,57,63,48,3,109,8,5,0,,1,1,0.269884,0.108094,0.247073,0.4375,0.358565,0.438606,0.346477,0.797171,0.168722,1.93269,0.334044,0,-0.962723,63.9046,11.9349,122.336,-0.962723,3.10626,10.616341769695282,-5.397907495498657,2.08361,195.60000610351562,,,,,,,563.6,5.525490196,563.6,5.525490196,,,,,,,,,,,,,,,,,,,"Jonathan Aranda","21837",666018
"Munetaka Murakami","CHW",103,446,372,88,52,12,0,24,62,63,68,5,152,3,2,0,,6,4,0.237323,0.152332,0.341335,0.446281,0.35812,0.467039,0.354932,0.825159,0.229716,2.80649,0.322652,0,-1.21581,67.8773,15.1672,128.786,-1.21581,-1.03436,13.919118404388428,-9.072018146514893,2.0677,999,,,,,,,594.4,5.770873786,594.4,5.770873786,,,,,,,,,,,,,,,,,,,"Munetaka Murakami","37120",808959
"Josh Naylor","SEA",103,443,400,108,73,20,0,15,48,64,37,4,65,4,3,0,,15,2,0.270342,0.0832542,0.145946,0.570447,0.335274,0.433074,0.331223,0.768348,0.162733,4.26017,0.288291,0,1.50267,58.9228,6.53951,119.243,1.50267,0.875147,11.55727481842041,-7.147075831890106,2.01325,67.45999908447266,,,,,,,549.7,5.336893203,549.7,5.336893203,,,,,,,,,,,,,,,,,,,"Josh Naylor","18839",647304
"Luis Arraez","SFG",102,442,409,129,100,21,2,5,50,43,23,2,17,2,3,5,,6,2,0.314087,0.0524965,0.0393724,1.33333,0.35178,0.412394,0.332127,0.764174,0.0983076,4.40951,0.317309,0,-0.283221,59.1036,6.84797,115.496,-0.283221,-3.84448,7.8391517996788025,-3.045865535736084,1.99685,280.04998779296875,,,,,,,513.5,5.034313725,513.5,5.034313725,,,,,,,,,,,,,,,,,,,"Luis Arraez","18568",650333
"Luke Keaschall","MIN",94,407,355,91,62,20,2,7,53,47,40,1,66,10,3,0,,20,4,0.25752,0.0982323,0.161868,0.606866,0.34686,0.385455,0.324593,0.732316,0.127936,6.2438,0.296307,0,1.6082,51.9627,3.81713,107.386,1.6082,-1.09585,5.1553356647491455,0.2884119749069214,1.99263,114.8499984741211,,,,,,,466.6,4.963829787,466.6,4.963829787,,,,,,,,,,,,,,,,,,,"Luke Keaschall","33321",807712
"Brandon Nimmo","TEX",104,451,397,101,65,19,3,14,54,48,43,1,97,8,3,1,,5,1,0.253261,0.0948917,0.21575,0.439823,0.335734,0.416848,0.328999,0.752582,0.163587,4.67121,0.301146,0,-0.143351,59.1418,5.83953,112.584,-0.143351,2.79894,6.547493368387222,-2.7504422664642334,1.97792,145.4600067138672,,,,,,,532.1,5.116346153,532.1,5.116346153,,,,,,,,,,,,,,,,,,,"Brandon Nimmo","12927",607043
"Gleyber Torres","DET",94,407,352,91,66,15,1,10,51,43,50,1,71,3,3,1,,3,2,0.259057,0.12177,0.174773,0.696733,0.352385,0.391604,0.329606,0.743989,0.132547,3.08529,0.296046,0,-0.790205,53.6211,5.47549,111.346,-0.790205,-0.865606,4.658863067626953,0.5896406173706055,1.97266,261.510009765625,,,,,,,459.9,4.892553191,459.9,4.892553191,,,,,,,,,,,,,,,,,,,"Gleyber Torres","16997",650402
"Nolan Arenado","ARI",102,440,398,103,69,20,1,13,49,59,34,2,67,5,3,0,,2,1,0.258373,0.0766383,0.151633,0.505419,0.321194,0.407524,0.316412,0.728717,0.14915,2.69047,0.280396,0,-0.774242,53.1684,1.19871,101.353,-0.774242,2.75629,-0.0688180923461914,4.182678580284119,1.91909,638.0599975585938,,,,,,,482.7,4.732352941,482.7,4.732352941,,,,,,,,,,,,,,,,,,,"Nolan Arenado","9777",571448
"Ryan Jeffers","MIN",89,359,311,78,49,17,1,12,43,45,39,1,72,7,2,1,,2,1,0.252335,0.107397,0.200165,0.536543,0.345047,0.425194,0.337122,0.770241,0.172859,3.30359,0.291079,0,-0.525247,49.402,7.01038,116.017,-0.525247,-2.20577,6.2474000453948975,0.1545708179473877,1.91909,298.05999755859375,,,,,,,432.6,4.860674157,432.6,4.860674157,,,,,,,,,,,,,,,,,,,"Ryan Jeffers","24618",680777
"Ernie Clement","TOR",103,446,419,116,81,25,2,7,52,45,18,1,43,3,3,3,,5,2,0.275731,0.0397575,0.0954751,0.416418,0.307646,0.39715,0.305299,0.704797,0.121419,4.17339,0.291056,0,-0.586777,49.9007,-2.80934,95.4562,-0.586777,4.32446,-2.9758021235466003,6.204092502593994,1.90207,337.67999267578125,,,,,,,447.2,4.341747572,447.2,4.341747572,,,,,,,,,,,,,,,,,,,"Ernie Clement","20352",676391
"J.P. Crawford","SEA",100,433,370,88,62,16,1,10,50,41,54,1,79,4,2,2,,3,1,0.237454,0.125338,0.182126,0.688194,0.34009,0.362842,0.314717,0.702932,0.125389,3.06334,0.275296,0,-0.706961,51.8039,0.584754,107.872,-0.706961,-4.32414,3.3147758841514587,0.3203010559082031,1.89924,748.5399780273438,,,,,,,445.8,4.458,445.8,4.458,,,,,,,,,,,,,,,,,,,"J.P. Crawford","15491",641487
"Marcus Semien","NYM",107,461,414,99,68,18,1,12,60,52,41,1,79,3,3,0,,8,2,0.238596,0.0890186,0.171405,0.519345,0.310096,0.377149,0.30215,0.687245,0.138553,4.84377,0.265554,0,0.0504077,50.4039,-4.08283,95.8687,0.0504077,3.88787,-2.2075183242559433,5.39156973361969,1.89653,266.25,,,,,,,452.7,4.230841121,452.7,4.230841121,,,,,,,,,,,,,,,,,,,"Marcus Semien","12533",543760
"Trent Grisham","NYY",89,383,324,68,37,12,1,17,52,51,52,0,91,3,3,1,,4,2,0.209321,0.136576,0.236878,0.576566,0.322216,0.41101,0.322179,0.733226,0.201689,4.1445,0.232212,0,-0.394876,48.0442,2.83426,107.609,-0.394876,0.467932,3.036454677581787,1.8344447910785675,1.84648,253.82000732421875,,,,,,,424.1,4.765168539,424.1,4.765168539,,,,,,,,,,,,,,,,,,,"Trent Grisham","18564",663757
"Nick Gonzales","PIT",91,393,359,98,68,21,3,6,45,43,26,0,79,6,2,0,,3,3,0.273307,0.0653731,0.201804,0.323944,0.330456,0.397612,0.31909,0.728068,0.124305,4.30766,0.33456,0,-1.16878,48.3078,1.92361,102.289,-1.16878,3.16257,-0.10384631156921387,4.671055912971497,1.80446,999,,,,,,,417.5,4.587912087,417.5,4.587912087,,,,,,,,,,,,,,,,,,,"Nick Gonzales","27490",693304
"Steven Kwan","CLE",103,443,390,105,80,17,2,6,56,39,44,1,42,4,3,2,,10,3,0.269126,0.098612,0.0937099,1.05231,0.346909,0.369579,0.318179,0.716488,0.100453,5.08169,0.286874,0,-0.0897808,54.2274,1.84418,104.91,-0.0897808,-0.383024,2.47563386708498,-0.20709791779518127,1.79413,169.60000610351562,,,,,,,469.7,4.560194174,469.7,4.560194174,,,,,,,,,,,,,,,,,,,"Steven Kwan","24610",680757
"Christian Walker","HOU",107,463,413,97,55,20,1,22,56,65,40,2,114,7,3,0,,2,1,0.235473,0.0869353,0.24567,0.35387,0.311648,0.444718,0.32582,0.756366,0.209245,2.97455,0.269434,0,-0.535687,59.5101,4.79872,109.564,-0.535687,5.07939,4.6838458776474,-3.2243118286132812,1.78079,212.94000244140625,,,,,,,542.7,5.071962616,542.7,5.071962616,,,,,,,,,,,,,,,,,,,"Christian Walker","13419",572233
"Sal Stewart","CIN",97,417,372,96,59,20,0,17,57,62,39,1,80,4,3,0,,12,2,0.259095,0.0927118,0.192018,0.48283,0.33247,0.447205,0.337357,0.779675,0.18811,4.62977,0.28709,0,0.991609,57.5555,8.23565,111.805,0.991609,2.62832,6.831776678562164,-3.3346478939056396,1.77961,161.8699951171875,,,,,,,529.6,5.459793814,529.6,5.459793814,,,,,,,,,,,,,,,,,,,"Sal Stewart","31505",701398
"Brandon Marsh","PHI",85,368,330,90,61,17,2,10,47,45,32,1,97,2,3,1,,8,2,0.27451,0.0873893,0.263412,0.331759,0.339211,0.432414,0.33427,0.771625,0.157904,5.52205,0.356384,0,0.142123,49.7822,6.33374,112.96,0.142123,2.13976,5.790522709488869,-1.0191912651062012,1.74071,609.72998046875,,,,,,,440.3,5.18,440.3,5.18,,,,,,,,,,,,,,,,,,,"Brandon Marsh","20202",669016
"Jeff McNeil","ATH",86,371,329,91,62,21,2,7,39,39,30,1,44,7,3,2,,3,2,0.277204,0.0805144,0.11987,0.671679,0.348262,0.416314,0.333995,0.764576,0.13911,3.62818,0.299988,0,-0.682128,50.1324,6.3061,111.801,-0.682128,-1.50067,4.4769821763038635,-0.534000813961029,1.71029,440.5199890136719,,,,,,,429.8,4.997674418,429.8,4.997674418,,,,,,,,,,,,,,,,,,,"Jeff McNeil","15362",643446
"Brandon Lowe","PIT",91,393,351,85,49,18,1,17,50,52,36,1,100,3,2,0,,2,1,0.242627,0.0925051,0.255664,0.361823,0.316994,0.448591,0.330267,0.765584,0.205964,3.38611,0.287554,0,-0.457799,51.87,5.48585,109.945,-0.457799,-1.2417,4.169369548559189,-0.6915477514266968,1.693,187.57000732421875,,,,,,,460.7,5.062637362,460.7,5.062637362,,,,,,,,,,,,,,,,,,,"Brandon Lowe","18882",664040
"Jarren Duran","BOS",101,436,394,97,54,26,5,12,57,52,34,1,106,5,2,1,,17,3,0.247156,0.0771584,0.241997,0.318841,0.313245,0.43136,0.321753,0.744605,0.184204,7.28942,0.305606,0,1.66475,54.6051,3.07961,101.992,1.66475,4.42165,2.6883256435394287,-1.1814384460449219,1.69063,64.04000091552734,,,,,,,506.8,5.017821782,506.8,5.017821782,,,,,,,,,,,,,,,,,,,"Jarren Duran","24617",680776
"Rafael Devers","SFG",109,472,412,105,61,24,1,20,60,62,53,7,119,4,3,0,,1,1,0.253496,0.112519,0.252405,0.445789,0.341402,0.457406,0.340857,0.798808,0.20391,2.32302,0.306567,0,-0.730871,66.4342,10.6558,121.477,-0.730871,-0.955914,11.285232961177826,-10.486006021499634,1.68977,61.619998931884766,,,,,,,609.4,5.590825688,609.4,5.590825688,,,,,,,,,,,,,,,,,,,"Rafael Devers","17350",646240
"Carson Kelly","CHC",69,274,243,60,42,11,1,8,30,34,27,0,53,3,1,0,,1,0,0.248744,0.0976286,0.194651,0.501558,0.330482,0.391275,0.318752,0.721757,0.142531,3.07783,0.288369,0,-0.23041,33.6789,1.2687,105.733,-0.23041,1.18788,1.6332927346229553,5.695597410202026,1.68417,591.9099731445312,,,,,,,297.7,4.314492753,297.7,4.314492753,,,,,,,,,,,,,,,,,,,"Carson Kelly","13620",608348
"Ha-Seong Kim","ATL",93,402,352,84,61,14,1,8,46,38,42,1,72,4,2,2,,15,4,0.238991,0.105439,0.178745,0.589888,0.324984,0.352523,0.302007,0.677507,0.113532,5.0575,0.277421,0,0.865492,43.9481,-3.61038,91.9988,0.865492,1.64184,-2.9514312744140625,5.954341411590576,1.67826,748.3800048828125,,,,,,,395.2,4.249462365,395.2,4.249462365,,,,,,,,,,,,,,,,,,,"Ha-Seong Kim","27506",673490
"Josh Jung","TEX",100,431,401,104,68,21,1,14,47,51,24,0,101,3,3,0,,3,1,0.259028,0.0560167,0.234252,0.23913,0.304236,0.419572,0.31318,0.723808,0.160544,3.38657,0.312381,0,-0.602234,50.9769,0.0436648,101.687,-0.602234,-0.348838,0.2549055218696594,1.1906677782535553,1.6667,610.5,,,,,,,463.5,4.635,463.5,4.635,,,,,,,,,,,,,,,,,,,"Josh Jung","26299",673962
"J.T. Realmuto","PHI",86,341,309,77,51,15,2,9,38,37,23,1,78,7,2,0,,5,1,0.250833,0.0687544,0.22897,0.300277,0.315349,0.39765,0.311459,0.712999,0.146816,4.89101,0.306445,0,-0.0692803,39.8695,-0.441975,97.3344,-0.0692803,-0.376465,-1.147116370499134,6.065664917230606,1.66534,212.27000427246094,,,,,,,358.4,4.16744186,358.4,4.16744186,,,,,,,,,,,,,,,,,,,"J.T. Realmuto","11739",592663
"Kyle Stowers","MIA",98,422,372,91,52,19,2,17,51,56,41,2,117,7,2,0,,3,1,0.243681,0.097317,0.276299,0.352217,0.328019,0.445495,0.333949,0.773514,0.201814,3.95052,0.305699,0,-0.616488,57.0721,7.16503,113.01,-0.616488,1.24705,5.896216869354248,-3.7043371200561523,1.66299,164.42999267578125,,,,,,,510.8,5.212244897,510.8,5.212244897,,,,,,,,,,,,,,,,,,,"Kyle Stowers","26151",669065
"Ozzie Albies","ATL",106,457,415,106,71,20,1,14,59,55,34,1,67,5,4,0,,6,3,0.255216,0.0741889,0.146789,0.505412,0.315944,0.411092,0.316142,0.727036,0.155876,4.03777,0.272314,0,-0.790619,55.1628,1.14573,101.682,-0.790619,-0.729494,0.12051904201507568,0.9032220244407654,1.66196,150.5,,,,,,,493.9,4.659433962,493.9,4.659433962,,,,,,,,,,,,,,,,,,,"Ozzie Albies","16556",645277
