Rank,Name,Value,Age,Positions,Team,Level
900,"A.J. Puk",10,31.3,"RP","AZ","AAA"
901,"Drey Jameson",10,28.9,"RP","AZ","MLB"
902,"Austin Gomber",10,32.7,"SP","ATL","AAA"
903,"Gabe Speier",10,31.3,"RP","SEA","MLB"
904,"Joey Bart",10,29.6,"C","ATL","MLB"
905,"Landon Knack",10,29,"SP","LAD","MLB"
906,"Hayden Wesneski",10,28.6,"SP","HOU","AAA"
907,"Adam Mazur",10,25.3,"SP","MIA","AAA"
908,"Tobias Myers",10,27.9,"SP, RP","NYM","MLB"
909,"Jonathan Cannon",10,26,"SP","CWS","MLB"
910,"Michael Massey",10,28.4,"2B, OF","KC","MLB"
911,"Jhony Brito",10,28.4,"RP","SD","MLB"
912,"Justin Lawrence",10,31.7,"RP","WSH","MLB"
913,"Jose Urquidy",10,31.2,"RP","CWS","MLB"
914,"Joey Loperfido",10,27.2,"OF","HOU","MLB"
915,"Brock Porter",10,23.2,"RP","TEX","A+"
916,"Elijah Green",10,22.6,"OF","WSH","A+"
917,"Robert Hassell",10,24.9,"OF","PIT","AAA"
918,"Diego Cartaya",10,24.9,"C","SF","A+"
919,"Liover Peguero",10,25.6,"SS","PHI","AAA"
920,"Miguel Bleis",10,22.4,"OF","BOS","AA"
921,"Nick Yorke",10,24.3,"2B, 3B","PIT","MLB"
922,"Albert Suarez",10,36.8,"RP","BAL","MLB"
923,"Reed Garrett",10,33.6,"RP","NYM","AA"
924,"Mike Tauchman",10,35.6,"OF","NYM","AAA"
925,"Tyrone Taylor",10,32.5,"OF","NYM","MLB"
926,"Abraham Toro",10,29.6,"1B, 3B","KC","AAA"
927,"Bryan Hudson",10,29.2,"SP, RP","CWS","MLB"
928,"Mitchell Parker",10,26.8,"SP, RP","WSH","MLB"
929,"Cole Sands",10,29,"SP, RP","MIN","MLB"
930,"Ben Lively",10,34.4,"SP","CLE","A+"
931,"Tyler Alexander",10,32,"SP, RP","TEX","MLB"
932,"Blake Perkins",10,29.9,"OF","MIL","MLB"
933,"Christian Encarnacion-Strand",10,26.7,"1B","BAL","MLB"
934,"Gavin Cross",10,25.5,"OF","KC","AAA"
935,"Jonny Deluca",10,28,"OF","TB","MLB"
936,"Rayner Arias",10,20.2,"OF","SF","ROK"
937,"Wilmer Flores",10,25.4,"RP","DET","A"
938,"Cristhian Vaquero",10,21.9,"OF","WSH","A+"
939,"Brandon Barriera",10,22.4,"SP","TOR","A"
940,"Jacob Berry",10,25.2,"2B, 3B, OF","MIA","AAA"
941,"Wander Franco",10,25.4,"SS","TB",""
942,"Joey Wiemer",10,27.5,"OF","WSH","MLB"
943,"Kristian Robinson",10,25.6,"OF","AZ","AAA"
944,"Yu-Min Lin",10,23,"SP","AZ","AAA"
945,"Gordon Graceffo",10,26.4,"RP","STL","MLB"
946,"Luis Medina",10,27.2,"SP, RP","ATH","MLB"
947,"Yophery Rodriguez",10,20.6,"OF","BOS","A+"
948,"Woo Suk Go",10,27.9,"RP","MIN","MLB"
949,"Ha-Seong Kim",10,30.8,"SS","ATL","MLB"
950,"Logan Evans",10,25.1,"SP","SEA","AAA"
951,"Mac Horvath",10,25,"2B, OF","TB","AA"
952,"Phil Maton",10,33.3,"RP","CHC","MLB"
953,"Forrest Whitley",10,28.9,"RP","TB","AAA"
954,"Cade Povich",10,26.3,"SP","BAL","MLB"
955,"Jairo Iriarte",10,24.6,"SP, RP","CWS","AAA"
956,"Mason Black",10,26.6,"RP","KC","MLB"
957,"Bryan Ramos",10,24.4,"3B","BAL","AAA"
958,"Tony Gonsolin",10,32.2,"SP","FA","AAA"
959,"George Valera",10,25.7,"OF","CLE","MLB"
960,"Paulino Santana",10,19.7,"OF","TEX","A"
961,"Brennen Davis",10,26.7,"OF","SEA","AAA"
962,"Mike Vasil",10,26.4,"SP, RP","CWS","MLB"
963,"Kevin Parada",10,24.9,"C","NYM","AAA"
964,"Dustin Harris",10,27.1,"OF","SD","MLB"
965,"Brandon Williamson",10,28.3,"SP","CIN","MLB"
966,"Chayce McDermott",10,27.9,"RP","LAD","MLB"
967,"Dylan Carlson",10,27.8,"OF","PHI","MLB"
968,"Cooper Hjerpe",10,25.4,"SP","STL","AA"
969,"Kyle Wright",10,30.8,"SP","CHC","AA"
970,"Jose Perdomo",10,19.9,"SS","ATL","A"
971,"Benny Montgomery",10,23.9,"OF","COL","AA"
972,"Samuel Zavala",10,22,"OF","CWS","AA"
973,"Christian Vazquez",10,35.9,"C","HOU","MLB"
974,"Will Vest",10,31.1,"RP","DET","MLB"
975,"Pedro Pages",10,27.9,"C","STL","MLB"
976,"Leo Jimenez",10,25.2,"2B, 3B","MIA","MLB"
977,"Dane Myers",10,30.4,"OF","CIN","MLB"
978,"Nathan Lukes",10,32,"OF","TOR","MLB"
979,"Ryan Thompson",10,34.1,"RP","AZ","MLB"
980,"Aaron Schunk",10,29,"SS","ATL","AAA"
981,"Rafael Marchan",10,27.4,"C","PHI","MLB"
982,"Seth Halvorsen",10,26.4,"RP","LAD","MLB"
983,"Ben Casparius",10,27.5,"SP, RP","LAD","MLB"
984,"Andrew Walters",10,25.6,"RP","CLE","AAA"
985,"Kyren Paris",10,24.7,"2B, OF","LAA","AAA"
986,"Johnathan Rodriguez",10,26.7,"OF","PIT","MLB"
987,"Troy Taylor",10,24.9,"RP","SEA","AAA"
988,"Sam Aldegheri",10,24.9,"SP","LAA","MLB"
989,"Yoniel Curet",10,23.7,"SP","DET","AAA"
990,"Gary Gill Hill",10,21.9,"SP","TB","AA"
991,"Yordanny Monegro",10,23.8,"SP","BOS","AA"
992,"Charles McAdoo",10,24.4,"3B","TOR","MLB"
993,"Seth Johnson",10,27.9,"RP","PHI","MLB"
994,"Bobby Miller",10,27.3,"SP, RP","LAD","AAA"
995,"PJ Morlando",10,21.2,"OF","MIA","A"
996,"Walker Janek",10,23.8,"C","HOU","AA"
997,"Romy Gonzalez",10,29.9,"1B, 2B","BOS","MLB"
998,"Rob Refsnyder",10,35.3,"OF, UT","SEA","MLB"
999,"Keegan Akin",10,31.3,"SP, RP","BAL","MLB"
1000,"Jacob Stallings",10,36.6,"C","FA","AAA"
1001,"Victor Caratini",10,32.9,"C, 1B","MIN","MLB"
1002,"Nick Fortes",10,29.7,"C","TB","MLB"
1003,"Pavin Smith",10,30.5,"1B","AZ","MLB"
1004,"Malcolm Moore",10,22.9,"C","TEX","AA"
1005,"K.C. Hunt",10,26,"SP","TB","AAA"
1006,"Alejandro Osuna",10,23.8,"OF","TEX","MLB"
1007,"Levi Sterling",10,19.9,"SP","PIT","A"
1008,"Billy Amick",10,23.7,"1B, 3B","MIN","AA"
1009,"Jud Fabian",10,25.8,"OF","BAL","AAA"
1010,"Jhancarlos Lara",10,23.5,"SP, RP","WSH","AA"
1011,"Jeremy Rodriguez",10,20.1,"2B, 3B, SS","NYM","A"
1012,"Joe Whitman",10,24.9,"SP","SF","AAA"
1013,"Luke Dickerson",10,20.9,"2B, SS","WSH","A"
1014,"Jaden Hill",10,26.6,"RP","COL","MLB"
1015,"Gabriel Rincones Jr.",10,25.4,"OF","PHI","MLB"
1016,"A.J. Vukovich",10,25,"OF","AZ","AAA"
1017,"Reggie Crawford",10,25.6,"RP","SF","ROK"
1018,"Pablo Guerrero",10,19.9,"1B","TEX","A"
1019,"Dominic Keegan",10,25.9,"C","BAL","AAA"
1020,"Colton Ledbetter",10,24.7,"OF","STL","AAA"
1021,"Cory Lewis",10,25.8,"SP, RP","MIN","AA"
1022,"Jansel Luis",10,21.4,"2B, 3B","AZ","AA"
1023,"Luis Merejo",10,20.1,"1B, OF","CLE","ROK"
1024,"Andry Lara",10,23.6,"RP","WSH","AAA"
1025,"Jorge Barrosa",10,25.4,"OF","AZ","MLB"
1026,"Ky Bush",10,26.7,"SP","CWS","MLB"
1027,"Cade Marlowe",10,29.1,"OF","LAA","AAA"
1028,"Marc Church",10,25.3,"RP","TEX","AAA"
1029,"Tirso Ornelas",10,26.4,"OF","SD","AA"
1030,"Craig Yoho",10,26.8,"RP","MIL","MLB"
1031,"Zach Maxwell",10,25.5,"RP","CIN","MLB"
1032,"Braylin Morel",10,20.5,"OF","TEX","A"
1033,"Sean Sullivan",10,24,"SP","COL","MLB"
1034,"Alan Roden",10,26.6,"OF","MIN","MLB"
1035,"Eduardo Beltre",10,19.8,"OF","MIN","A"
1036,"Jeter Martinez",10,20.5,"SP","PIT","A"
1037,"Griffin Burkholder",10,20.9,"OF","PHI","A+"
1038,"Brandon Winokur",10,21.6,"3B, SS, OF","MIN","AA"
1039,"Gino Groover",10,24.3,"3B","AZ","MLB"
1040,"Ben Kudrna",10,23.5,"SP","KC","AAA"
1041,"Yasser Mercedes",10,21.7,"OF","MIN","A+"
1042,"Winston Santos",10,24.3,"SP","TEX","MLB"
1043,"Adolfo Sanchez",10,19.9,"OF","CIN","ROK"
1044,"Tim Herrin",10,29.8,"RP","CLE","MLB"
1045,"Kyle Higashioka",10,36.3,"C","TEX","MLB"
1046,"Ryan Fernandez",10,28.1,"RP","STL","MLB"
1047,"Dedniel Nunez",10,30.1,"RP","NYM","AAA"
1048,"Daniel Schneemann",10,29.5,"2B, 3B, SS, OF","CLE","MLB"
1049,"Richard Fitts",10,26.6,"SP","STL","AAA"
1050,"Cionel Perez",10,30.3,"SP, RP","NYM","MLB"
1051,"Porter Hodge",10,25.4,"RP","CHC","AAA"
1052,"Jake Bloss",10,25.1,"SP","TOR","AAA"
1053,"Shay Whitcomb",10,27.8,"2B","HOU","MLB"
1054,"Nacho Alvarez Jr.",10,23.3,"3B","ATL","AAA"
1055,"Sam Hentges",10,30,"RP","SF","MLB"
1056,"Joey Estes",10,24.8,"SP","ATH","MLB"
1057,"Blake Treinen",10,38.1,"RP","LAD","MLB"
1058,"Miguel Andujar",10,31.4,"3B, OF","SD","MLB"
1059,"Blake Walston",10,25.1,"SP","AZ","MLB"
1060,"Brett Wichrowski",10,23.9,"SP","MIL","AAA"
1061,"Jeral Perez",10,21.7,"2B, SS","CWS","AA"
1062,"Sem Robberse",10,24.8,"SP","STL","A"
1063,"Thomas Harrington",10,25,"RP","PIT","AAA"
1064,"Yilber Diaz",10,25.9,"RP","DET","MLB"
1065,"Matthew Lugo",10,25.2,"OF","KC","AAA"
1066,"Enmanuel Bonilla",10,20.5,"OF","TOR","A"
1067,"Mike Boeve",10,24.2,"1B","MIL","AA"
1068,"Jaden Hamm",10,23.9,"SP","DET","AA"
1069,"Max Schuemann",10,29.1,"2B, 3B, SS, OF","NYY","MLB"
1070,"Miguel Rojas",10,37.4,"2B, 3B, SS","LAD","MLB"
1071,"Jay Allen",10,23.7,"OF","CIN","AA"
1072,"Jerar Encarnacion",10,28.8,"OF","SF","MLB"
1073,"Will Wagner",10,27.9,"1B, 3B","SD","MLB"
1074,"Andres Chaparro",10,27.2,"1B","WSH","MLB"
1075,"Grant McCray",10,25.6,"OF","SF","MLB"
1076,"Emmanuel Clase",10,28.4,"RP","CLE","MLB"
1077,"Drue Hackenberg",10,24.3,"SP","ATL","AAA"
1078,"Eric Bitonti",10,20.7,"1B","MIL","A+"
1079,"Welbyn Francisca",10,20.2,"SS","CLE","A+"
1080,"Drew Romo",10,24.9,"C","CWS","MLB"
1081,"Emiliano Teodo",10,25.4,"SP, RP","TEX","MLB"
1082,"Brant Hurter",10,27.9,"SP, RP","DET","MLB"
1083,"Manuel Rodriguez",10,29.9,"RP","TB","A"
1084,"Jose Tena",10,25.4,"2B, 3B","WSH","MLB"
1085,"Julian Aguiar",10,25.1,"SP","CIN","AAA"
1086,"Jack Kochanowicz",10,25.6,"SP","LAA","MLB"
1087,"Ramon Urias",10,32.2,"2B, 3B","STL","MLB"
1088,"Colby Thomas",10,25.5,"OF","ATH","MLB"
1089,"George Wolkow",10,20.5,"OF","CWS","A+"
1090,"Cristian Mena",10,23.6,"RP","AZ","AAA"
1091,"Tyler Fitzgerald",10,28.9,"2B","LAD","AAA"
1092,"Santiago Espinal",10,31.7,"2B, 3B, OF","TEX","MLB"
1093,"Victor Vodnik",10,26.8,"RP","COL","MLB"
1094,"David Peralta",10,38.9,"OF","SD","AAA"
1095,"Tyler Kinley",10,35.5,"RP","ATL","MLB"
1096,"Adrian Del Castillo",10,26.8,"C","AZ","MLB"
1097,"Calvin Faucher",10,30.8,"RP","MIA","MLB"
1098,"Alex Call",10,31.8,"OF","LAD","MLB"
1099,"Tyler Ferguson",10,32.8,"RP","CHC","MLB"
1100,"Tommy Kahnle",10,36.9,"RP","BOS","MLB"
1101,"Valente Bellozo",10,26.6,"SP, RP","COL","MLB"
1102,"Tyler Phillips",10,28.8,"SP, RP","MIA","MLB"
1103,"Brooks Baldwin",10,25.9,"2B, 3B, SS, OF","CWS","AAA"
1104,"Osvaldo Bido",10,30.8,"SP, RP","CWS","MLB"
1105,"Whit Merrifield",10,37.5,"2B, 3B, OF","ATL","MLB"
1106,"Sterlin Thompson",10,25.1,"OF","COL","MLB"
1107,"Bryan De La Cruz",10,29.6,"OF","PHI","MLB"
1108,"Juan Brito",10,24.8,"2B, SS","CLE","MLB"
1109,"Starling Marte",10,37.8,"OF, UT","KC","MLB"
1110,"Orlando Arcia",10,31.9,"1B, 2B, 3B, SS","MIN","MLB"
1111,"Tommy Pham",10,38.4,"OF","PHI","MLB"
1112,"Justin Foscue",10,27.4,"1B, 2B","TEX","MLB"
1113,"Erik Swanson",10,32.9,"RP","TOR","ROK"
1114,"Yennier Cano",10,32.4,"RP","BAL","MLB"
1115,"Jose Leclerc",10,32.6,"RP","SD","A+"
1116,"Luis Rengifo",10,29.4,"2B, 3B, OF","SD","MLB"
1117,"Robert Stephenson",10,33.4,"RP","LAA","A"
1118,"Carlos Jorge",10,22.8,"OF","CIN","AAA"
1119,"Yuki Matsui",10,30.7,"RP","SD","MLB"
1120,"Nick Frasso",10,27.8,"SP, RP","COL","AAA"
1121,"Jordan Wicks",10,26.9,"SP, RP","CHC","MLB"
1122,"Jonatan Clase",10,24.2,"OF","TOR","MLB"
1123,"Ty Madden",10,26.4,"SP, RP","DET","MLB"
1124,"Anthony Solometo",10,23.7,"SP","PIT","AA"
1125,"Chris Paddack",10,30.6,"SP","TEX","MLB"
1126,"Max Kepler",10,33.5,"OF","AZ","MLB"
1127,"Luis Campusano",10,27.8,"C","SD","MLB"
1128,"Blake Dunn",10,27.9,"OF","CIN","MLB"
1129,"Luis Garcia",10,29.6,"SP","NYY","ROK"
1130,"Craig Kimbrel",10,38.2,"RP","TB","MLB"
1131,"Harrison Bader",10,32.2,"OF","SF","MLB"
1132,"J.P. France",10,31.3,"RP","HOU","MLB"
1133,"Kris Bryant",10,34.6,"UT","COL","MLB"
1134,"Brendan Rodgers",10,29.9,"2B","BOS","AAA"
1135,"Mitch Garver",10,35.5,"C","SEA","MLB"
1136,"Jose Siri",10,31,"OF","LAA","MLB"
1137,"Graham Ashcraft",10,28.5,"RP","CIN","MLB"
1138,"Dane Dunning",10,31.6,"RP","SEA","AAA"
1139,"Jason Foley",10,30.7,"RP","SF","MLB"
1140,"Jose Butto",10,28.4,"RP","SF","MLB"
1141,"Trevor Williams",10,34.3,"SP","WSH","AAA"
1142,"LaMonte Wade Jr.",10,32.6,"1B, OF","HOU","MLB"
1143,"Ryan Feltner",10,29.9,"SP","COL","MLB"
1144,"Josh Smith",10,28.9,"1B, 2B, 3B, SS, OF","TEX","MLB"
1145,"Jared Triolo",10,28.5,"1B, 2B, 3B, SS","PIT","MLB"
1146,"Alec Marsh",10,28.2,"SP","KC","MLB"
1147,"Trey Lipscomb",10,26.1,"1B, 3B, SS","WSH","AAA"
1148,"Shelby Miller",10,35.8,"RP","CHC","AAA"
1149,"Elias Diaz",10,35.7,"C","TEX","MLB"
1150,"Chase Davis",10,24.6,"OF","STL","AAA"
1151,"Jose Alvarado",10,31.2,"RP","PHI","MLB"
1152,"Matt Mervis",10,28.3,"1B","WSH","AAA"
1153,"Jordan Hicks",10,29.9,"SP, RP","CWS","MLB"
1154,"James Paxton",10,37.7,"SP","LAD","MLB"
1155,"Alek Manoah",10,28.5,"SP","LAA","MLB"
1156,"Cody Bradford",10,28.4,"SP, RP","TEX","AAA"
1157,"Michael Conforto",10,33.4,"OF","CHC","MLB"
1158,"Paul Blackburn",10,32.6,"SP, RP","NYY","MLB"
1159,"Jurickson Profar",10,33.4,"OF","ATL","AAA"
1160,"Tanner Houck",10,30.1,"SP","BOS","AA"
1161,"Tyler Anderson",10,36.6,"SP","LAA","MLB"
1162,"Oswaldo Cabrera",10,27.4,"3B","NYY","MLB"
1163,"Ronel Blanco",10,32.9,"SP","HOU","MLB"
1164,"Jace Jung",10,25.8,"3B","DET","MLB"
1165,"Tyler O'Neill",10,31.1,"OF","BAL","MLB"
1166,"Ryan McMahon",10,31.6,"3B","NYY","MLB"
1167,"Lourdes Gurriel Jr.",10,32.8,"OF","AZ","MLB"
1168,"Rhys Hoskins",10,33.4,"1B","CLE","MLB"
1169,"Jeimer Candelario",10,32.7,"3B","LAA","MLB"
1170,"Jack Suwinski",10,27.9,"OF","LAD","AAA"
1171,"Zach Dezenzo",10,26.2,"OF","HOU","MLB"
1172,"J.D. Martinez",10,38.9,"UT","NYM","A"
1173,"Austin Hays",10,31.1,"OF","CWS","MLB"
1174,"Kyle Hurt",10,28.2,"SP, RP","LAD","MLB"
1175,"Adbert Alzolay",10,31.4,"RP","NYM","AAA"
1176,"James Outman",10,29.2,"OF","DET","MLB"
1177,"Henry Davis",10,26.8,"C","PIT","MLB"
1178,"Roderick Arias",10,21.9,"SS","NYY","A+"
1179,"Thomas Saggese",10,24.3,"2B, 3B, SS, OF","STL","MLB"
1180,"Evan Phillips",10,31.9,"RP","LAD","MLB"
1181,"Aaron Civale",10,31.1,"SP","CHC","MLB"
1182,"Yu Darvish",10,39.9,"SP","SD","AAA"
1183,"Nick Castellanos",10,34.4,"OF","SD","MLB"
1184,"Tyler Black",10,26,"1B","MIL","MLB"
1185,"Justin Verlander",10,43.4,"SP","DET","MLB"
1186,"Thairo Estrada",10,30.4,"2B","BAL","AAA"
1187,"Ke'Bryan Hayes",10,29.5,"3B","CIN","MLB"
1188,"Ronny Mauricio",10,25.3,"3B, SS","NYM","MLB"
1189,"Edouard Julien",10,27.2,"1B, 2B","COL","MLB"
1190,"Drew Gilbert",10,25.8,"OF","SF","MLB"
1191,"Ryan Pressly",10,37.6,"RP","CHC","MLB"
1192,"Esteury Ruiz",10,27.4,"OF","MIA","MLB"
1193,"Masataka Yoshida",10,33,"UT","BOS","MLB"
1194,"Alexis Diaz",10,29.8,"RP","TEX","AAA"
1195,"Jordan Montgomery",10,33.6,"SP","TEX","AAA"
1196,"Chas McCormick",10,31.3,"OF","CHC","AAA"
1197,"Jarred Kelenic",10,27,"OF","TEX","MLB"
1198,"Christopher Morel",10,27.1,"1B, OF","NYM","MLB"
1199,"Heston Kjerstad",10,27.5,"OF","BAL","AAA"
1200,"Nathaniel Lowe",10,31.1,"1B","CIN","MLB"
1201,"Gavin Lux",10,28.7,"2B, OF","TB","AAA"
1202,"Jordan Romano",10,33.3,"RP","COL","MLB"
1203,"Sean Murphy",10,31.8,"C","ATL","MLB"
1204,"Ryan Mountcastle",10,29.4,"1B","BAL","MLB"
1205,"Chase Silseth",10,26.2,"RP","LAA","MLB"
1206,"Nestor Cortes",10,31.6,"SP","FA","A+"
1207,"Kutter Crawford",10,30.3,"SP","BOS","AAA"
1208,"MJ Melendez",10,27.7,"OF","NYM","MLB"
1209,"Anthony Rizzo",10,36.9,"1B","NYY","AA"
1210,"Griffin Canning",10,30.2,"SP","SD","MLB"
1211,"Justyn-Henry Malloy",10,26.4,"OF","TB","AAA"
1212,"Jonah Heim",10,31.1,"C","ATH","MLB"
1213,"Joey Ortiz",10,28,"3B, SS","MIL","MLB"
1214,"Orelvis Martinez",10,24.7,"2B","WSH","AAA"
1215,"Tyler Locklear",10,25.7,"1B","AZ","MLB"
1216,"Graham Pauley",10,25.8,"3B","MIA","MLB"
1217,"Leody Taveras",10,27.9,"OF","BAL","MLB"
1218,"Luis Matos",10,24.5,"OF","MIL","MLB"
1219,"Matt Wallner",10,28.6,"OF","MIN","MLB"
1220,"Jake Eder",10,27.8,"RP","LAD","MLB"
1221,"Wilmer Flores",10,34.9,"1B","FA","MLB"
1222,"Everson Pereira",10,25.3,"OF","CWS","MLB"
1223,"Nick Nastrini",10,26.4,"SP, RP","LAD","AA"
1224,"Marco Luciano",10,24.9,"OF","NYY","AAA"
1225,"Max Scherzer",10,42,"SP","TOR","MLB"
1226,"Connor Phillips",10,25.2,"RP","CIN","MLB"
1227,"Jake Fraley",10,31.2,"OF","TB","MLB"
1228,"Triston McKenzie",10,28.9,"RP","SD","AAA"
1229,"Camilo Doval",10,29.1,"RP","NYY","MLB"
1230,"Eloy Jimenez",10,29.7,"OF","TOR","MLB"
1231,"Tekoah Roby",10,24.9,"SP","STL","AA"
1232,"Frankie Montas",10,33.4,"SP","FA","A+"
1233,"Gavin Stone",10,27.8,"SP","LAD","MLB"
1234,"Davis Schneider",10,27.5,"2B, OF","TOR","MLB"
1235,"Logan Allen",10,27.9,"SP","CLE","MLB"
1236,"Chase Hampton",10,24.9,"SP","NYY","AA"
1237,"Yanquiel Fernandez",10,23.6,"OF","NYY","AAA"
1238,"Will Benson",10,28.1,"OF","CIN","MLB"
1239,"David Festa",10,26.4,"SP","MIN","AAA"
1240,"Nelson Velazquez",10,27.6,"OF","STL","MLB"
1241,"Sawyer Gipson-Long",10,28.6,"SP","DET","AAA"
1242,"Kenta Maeda",10,38.3,"RP","FA","AAA"
1243,"John Means",10,33.3,"SP","KC","A+"
1244,"Jordan Leasure",10,27.9,"SP, RP","CWS","MLB"
1245,"Carlos Santana",10,40.3,"1B","ATL","MLB"
1246,"Enyel De Los Santos",10,30.6,"RP","HOU","MLB"
1247,"Alek Thomas",10,26.2,"OF","LAD","MLB"
1248,"Jared Shuster",10,27.9,"SP, RP","STL","MLB"
1249,"Jorge Mateo",10,31.1,"SS, OF","ATL","MLB"
1250,"Yimi Garcia",10,35.9,"RP","TOR","AAA"
1251,"Freddy Fermin",10,31.2,"C","SD","MLB"
1252,"Randal Grichuk",10,34.9,"OF, UT","CWS","MLB"
1253,"Michael Grove",10,29.6,"RP","TB","MLB"
1254,"Chris Martin",10,40.2,"RP","TEX","MLB"
1255,"Javier Baez",10,33.7,"2B, 3B, SS, OF","DET","MLB"
1256,"Miguel Amaya",10,27.4,"C","CHC","MLB"
1257,"Austin Martin",10,27.3,"OF","MIN","MLB"
1258,"Luis Urias",10,29.2,"2B","TOR","MLB"
1259,"Pierce Johnson",10,35.2,"RP","CIN","MLB"
1260,"Johan Rojas",10,25.9,"OF","PHI","AAA"
1261,"Anthony Bender",10,31.5,"RP","MIA","MLB"
1262,"Ross Stripling",10,36.7,"SP, RP","ATH","A"
1263,"Josh Rojas",10,32.1,"2B, 3B","KC","MLB"
1264,"Joe Jimenez",10,31.5,"RP","ATL","MLB"
1265,"Kevin Kiermaier",10,36.3,"OF","LAD","MLB"
1266,"Braden Shewmake",10,28.7,"2B, 3B, SS","MIL","MLB"
1267,"David Hamilton",10,28.8,"2B, 3B, SS","MIL","MLB"
1268,"Nick Madrigal",10,29.4,"2B, 3B","TB","MLB"
1269,"Connor Wong",10,30.2,"C","BOS","MLB"
1270,"DL Hall",10,27.9,"SP, RP","MIL","MLB"
1271,"Cole Winn",10,26.7,"RP","TEX","MLB"
1272,"Adrian Houser",10,33.5,"SP, RP","SF","MLB"
1273,"Jose Miranda",10,28.1,"3B","SD","AAA"
1274,"Andrew Nardi",10,27.9,"RP","MIA","MLB"
1275,"Taylor Rogers",10,35.6,"RP","MIN","MLB"
1276,"Colin Holderman",10,30.8,"RP","CLE","MLB"
1277,"Darell Hernaiz",10,24.9,"2B, 3B, SS","ATH","MLB"
1278,"Patrick Corbin",10,37,"SP","TOR","MLB"
1279,"Taijuan Walker",10,33.9,"SP, RP","LAA","MLB"
1280,"Mike Clevinger",10,35.6,"RP","PIT","AAA"
1281,"Michael Lorenzen",10,34.6,"SP","COL","MLB"
1282,"Brusdar Graterol",10,27.9,"RP","LAD","AAA"
1283,"Danny Jansen",10,31.3,"C","TEX","MLB"
1284,"Yariel Rodriguez",10,29.4,"RP","TOR","MLB"
1285,"Joe Kelly",10,38.1,"RP","LAD","A"
1286,"Luke Little",10,25.9,"RP","CHC","MLB"
1287,"Jake Rogers",10,31.3,"C","DET","MLB"
1288,"Enrique Hernandez",10,34.9,"1B, 2B, 3B, OF","LAD","MLB"
1289,"Gary Sanchez",10,33.7,"C","MIL","MLB"
1290,"Alex Wood",10,35.5,"SP","ATH","MLB"
1291,"Victor Robles",10,29.2,"OF","SEA","MLB"
1292,"Tylor Megill",10,31,"SP","NYM","AA"
1293,"Mike Yastrzemski",10,35.9,"OF","ATL","MLB"
1294,"Cal Quantrill",10,31.5,"SP, RP","TEX","MLB"
1295,"Bowden Francis",10,30.3,"SP","TOR","MLB"
1296,"Jason Heyward",10,36.9,"OF","SD","AAA"
1297,"Joel Payamps",10,32.3,"RP","ATL","MLB"
1298,"Scott Barlow",10,33.6,"RP","KC","MLB"
1299,"Caleb Ferguson",10,30.1,"RP","CIN","MLB"
1300,"Michael Kopech",10,30.2,"RP","FA","AAA"
1301,"Ryan Yarbrough",10,34.6,"SP, RP","NYY","MLB"
1302,"Steven Matz",10,35.2,"SP, RP","TB","MLB"
1303,"Jake Meyers",10,30.1,"OF","HOU","MLB"
1304,"Andrew McCutchen",10,39.8,"OF, UT","ATL","MLB"
1305,"Kyle Isbel",10,29.4,"OF","KC","MLB"
1306,"Kevin Ginkel",10,32.3,"RP","AZ","MLB"
1307,"Jose Quintana",10,37.5,"SP","COL","MLB"
1308,"Mark Leiter Jr.",10,35.4,"RP","ATH","MLB"
1309,"Bailey Falter",10,29.3,"SP","KC","MLB"
1310,"Yoan Moncada",10,31.2,"3B","LAA","MLB"
1311,"Tyler Holton",10,30.1,"SP, RP","DET","MLB"
1312,"Erick Fedde",10,33.4,"SP, RP","CWS","MLB"
1313,"Daniel Hudson",10,39.4,"RP","LAD","MLB"
1314,"Amed Rosario",10,30.7,"2B, 3B","NYY","MLB"
1315,"Michael A. Taylor",10,35.3,"OF","FA","MLB"
1316,"Jake Irvin",10,29.4,"SP","WSH","MLB"
1317,"Justin Slaten",10,28.9,"RP","BOS","MLB"
1318,"Bo Naylor",10,26.4,"C","CLE","MLB"
1319,"David Fry",10,30.7,"OF, UT","CLE","MLB"
1320,"Matt Strahm",10,34.7,"RP","KC","MLB"
1321,"Miles Mikolas",10,37.9,"SP, RP","WSH","MLB"
1322,"Hunter Harvey",10,31.6,"RP","CHC","MLB"
1323,"Rowdy Tellez",10,31.4,"1B","ATL","MLB"
1324,"A.J. Minter",10,32.9,"RP","NYM","MLB"
1325,"Tyler Freeman",10,27.2,"2B, OF","COL","MLB"
1326,"Matt Waldron",10,29.8,"SP, RP","SD","MLB"
1327,"Isiah Kiner-Falefa",10,31.3,"2B, 3B, SS","BOS","MLB"
1328,"JP Sears",10,30.4,"SP","SD","MLB"
1329,"Brooks Raley",10,38.1,"RP","NYM","MLB"
1330,"Wandy Peralta",10,35,"SP, RP","SD","MLB"
1331,"Travis d'Arnaud",10,37.5,"C","LAA","MLB"
1332,"Enmanuel Valdez",10,27.6,"1B","PIT","AAA"
1333,"Joey Meneses",10,34.2,"1B","ATH","MLB"
1334,"Brock Stewart",10,34.8,"RP","LAD","MLB"
1335,"Kirby Yates",10,39.3,"RP","LAA","MLB"
1336,"Gabriel Arias",10,26.4,"2B, 3B, SS","CLE","MLB"
1337,"Andrew Kittredge",10,36.4,"RP","BAL","MLB"
1338,"Ryne Stanek",10,35,"RP","STL","MLB"
