Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
Casey Yamauchi,OAK,"A+,AA,AAA",25,259,0.081081081,0.084942084,0.954545454,0.313901345,0.3984375,0.475336322,0.873773822,0.161434977,6.960234326123214,0.323076923,0.6524667786434293,47.87538804517039,10.0773869942213,0.4006322636269033,117.04832260171972,sa3022528
Will Simpson,TBR,"AA,AAA",24,330,0.096969696,0.309090909,0.31372549,0.229729729,0.309090909,0.456081081,0.76517199,0.226351352,5.165424623195521,0.288135593,0.6159631311893463,45.412296942256766,0.6767490718592033,0.33713186780611676,101.22726439276883,sa3022530
Colby Halter,OAK,"AA,AAA",24,252,0.146825396,0.317460317,0.4625,0.242718446,0.3625498,0.368932038,0.731481838,0.126213592,5.826155883786758,0.36,0.32745669689029455,33.711667132236315,-2.37246774449175,0.34203993511199954,89.83722707960196,sa3022531
Ryan Lasko,OAK,AA,24,281,0.046263345,0.28113879,0.164556962,0.209486166,0.275,0.359683794,0.634683794,0.150197628,7.345361796505238,0.274853801,-1.1653121784329414,24.977519104478816,-14.77721745312407,0.28658338274274553,61.7764696825327,sa3022539
Kemp Alderman,MIA,AAA,23,250,0.088,0.308,0.285714285,0.297297297,0.376,0.513513513,0.889513513,0.216216216,5.684854921740022,0.401515151,0.1660955222323537,43.91330975162355,9.764691172712727,0.39029515726912406,133.6798168294076,sa3022562
Max Anderson,DET,"A,AAA",24,259,0.077220077,0.135135135,0.571428571,0.307692307,0.362934362,0.521367521,0.884301883,0.213675214,5.39609399453297,0.319371727,-0.2101327572017908,44.619516873497034,9.197688782352468,0.3866357402911978,131.39647182827053,sa3022567
Nehomar Ochoa Jr.,HOU,"A,A+",20,272,0.084558823,0.297794117,0.283950617,0.286885245,0.349264705,0.5,0.849264705,0.213114755,8.163330497509575,0.380645161,3.848282342776656,45.25275443874139,7.07717518888253,0.37944746280417724,113.75335355273937,sa3022572
Aidan Longwell,COL,AA,24,336,0.059523809,0.223214285,0.266666666,0.243506493,0.300595238,0.418831168,0.719426406,0.175324675,2.500549246870415,0.288888888,-1.0598100796341896,39.97734070615877,-5.372251979540691,0.317031344132764,87.0022403067843,sa3022574
Josh Rivera,TOR,AAA,25,304,0.092105263,0.319078947,0.288659793,0.222627737,0.293729372,0.397810218,0.69153959,0.175182481,4.492033279980156,0.303571428,-0.36335993371903896,31.930271207167323,-9.594448984788244,0.3085446282975351,80.63231604311605,sa3022590
Drew Bowser,CHC,"A+,AA",24,245,0.097959183,0.346938775,0.282352941,0.210526315,0.326530612,0.334928229,0.661458841,0.124401914,5.984620081439818,0.327731092,1.3473861776292324,27.687438975113547,-8.045704145890557,0.3183089351167484,77.81445560234734,sa3022594
Jake Gelof,LAD,AA,24,314,0.168789808,0.30254777,0.557894736,0.234375,0.359872611,0.484375,0.844247611,0.25,4.305471498273492,0.288590604,-0.3133676862344146,51.57112286370843,7.147680589376384,0.3732072572419598,118.77547943053484,sa3022600
Brett Bateman,CHC,AAA,24,290,0.186206896,0.186206896,1,0.309012875,0.434482758,0.416309012,0.85079177,0.107296137,6.663315949361486,0.388888888,1.3291446352377534,52.32291009810186,12.710512546565296,0.3958176890323902,126.05042948310057,sa3022603
Avery Owusu-Asiedu,ARI,A+,23,283,0.120141342,0.279151943,0.430379746,0.172839506,0.277580071,0.316872427,0.594452498,0.144032921,6.525252081480071,0.215189873,1.4664295259863138,22.168587527677232,-15.579595931366272,0.2770495775331382,58.811004398536724,sa3022604
Myles Naylor,OAK,"A,A+",21,281,0.128113879,0.355871886,0.36,0.271966527,0.370106761,0.439330543,0.809437304,0.167364016,6.763785418685135,0.429629629,-0.3763351426459849,45.211890174874114,3.046587957867422,0.3708410999104646,97.68674477198923,sa3022605
Trent Farquhar,PHI,A+,25,243,0.135802469,0.205761316,0.66,0.178571428,0.323651452,0.280612244,0.604263696,0.102040816,6.435467961997283,0.231292517,0.11819041706621647,24.341816253007615,-10.632714622675216,0.2977317559273906,72.57804699776115,sa3022606
Jay Harry,TOR,"AA,AAA",23,300,0.05,0.213333333,0.234375,0.318996415,0.361204013,0.566308243,0.927512256,0.247311828,4.859362109937132,0.374384236,-0.953695934265852,55.93464265209282,15.247255632696984,0.39873782240304373,139.17741090866045,sa3022607
Brandon Winokur,MIN,"A+,AA",21,363,0.126721763,0.292011019,0.433962264,0.254071661,0.360110803,0.423452768,0.783563571,0.169381107,7.150338737544761,0.348958333,0.054965036921203136,54.72957810552356,1.5015348771357344,0.36236804393519984,103.95522057314794,sa3022613
Arturo Disla,TEX,"A+,AA",25,346,0.13583815,0.236994219,0.573170731,0.301038062,0.401734104,0.532871972,0.934606076,0.23183391,3.955267367117058,0.365482233,-0.7284512873739004,68.2196202331441,18.952616980041796,0.410033417475778,137.43099350080374,sa3022618
Caleb Cali,SEA,AA,25,356,0.137640449,0.311797752,0.441441441,0.230263157,0.334269662,0.450657894,0.784927556,0.220394737,5.9815289825002065,0.296089385,2.462023123167455,50.83956567247141,0.47413430412042645,0.3485696189840075,113.04410778567218,sa3022651
Mike Boeve,MIL,AA,24,337,0.118694362,0.175074183,0.677966101,0.29109589,0.376854599,0.417808219,0.794662818,0.126712329,4.5263415848768105,0.340611353,0.1926685869693756,53.52867291840713,7.867829754678423,0.36171979225000217,114.75919921306448,sa3022658
Kendall George,LAD,"A,AA",21,249,0.128514056,0.180722891,0.711111111,0.336448598,0.427419354,0.401869158,0.829288512,0.06542056,8.55571508865885,0.426035502,3.4693647529929876,44.89550759201312,9.37145020370746,0.39120357892205637,128.9550363195692,sa3022660
Carter Trice,CHC,AA,23,351,0.111111111,0.227920227,0.4875,0.259016393,0.341880341,0.445901639,0.78778198,0.186885246,5.60765228459985,0.310502283,-0.914650171995163,51.86664970292687,4.3089169122183275,0.3486098902566092,112.36508419806799,sa3022661
Andrew Pinckney,WSN,AAA,25,324,0.095679012,0.305555555,0.313131313,0.289198606,0.360248447,0.452961672,0.813210119,0.163763066,5.960718673293636,0.398876404,-0.2011167462915182,49.49061330676696,5.23400362849853,0.36378051553453716,111.9509030028321,sa3022670
Yohandy Morales,WSN,AAA,24,363,0.093663911,0.253443526,0.369565217,0.294117647,0.369146005,0.53869969,0.907845695,0.244582043,3.960108914144554,0.3507109,-0.4220232916995883,65.07301653582802,15.489222359249498,0.39447563688510673,131.37763609248316,sa3022672
Max Clark,DET,AAA,21,376,0.111702127,0.146276595,0.763636363,0.264437689,0.351063829,0.404255319,0.755319148,0.13981763,6.7705130171961585,0.294776119,2.2457224149256945,50.304504392663006,-1.0550179500188752,0.3418317625229371,103.72303410746167,sa3022683
Nick Goodwin,TOR,"AA,AAA",24,259,0.119691119,0.196911196,0.607843137,0.255707762,0.355212355,0.479452054,0.834664409,0.223744292,4.557197806088782,0.283950617,-1.755548294633627,41.548542407151416,6.583437469598013,0.36565799234456536,119.14156211776712,sa3022685
Jared Dickey,OAK,"AA,AAA",24,290,0.124137931,0.158620689,0.782608695,0.253012048,0.349480968,0.409638554,0.759119522,0.156626506,5.443147121102119,0.282828282,-0.18601663783192635,39.58741655591708,-2.478823695147222,0.34794509039618154,86.8745918612388,sa3022688
Charlie Szykowny,SFG,AA,26,346,0.069364161,0.225433526,0.307692307,0.241935483,0.304347826,0.422580645,0.726928471,0.180645162,5.455178469714072,0.28318584,-0.9870514553040266,41.42075114799169,-5.2785317962107365,0.31788886546395545,90.08438617631212,sa3022689
Anthony Huezo,HOU,"A,A+",20,325,0.12,0.295384615,0.40625,0.247272727,0.348765432,0.512727272,0.861492704,0.265454545,8.635303331465904,0.31547619,0.7268459927290678,55.18149370007733,10.543832094003948,0.38956806155634516,125.54031613994592,sa3022691
Spencer Nivens,KCR,AA,24,244,0.135245901,0.143442622,0.942857142,0.27184466,0.364754098,0.461165048,0.825919146,0.189320388,6.4949714553217275,0.289940828,0.89581080339849,39.04458092608131,4.524453808447487,0.36835540171529424,111.66531375834919,sa3022697
Will Bush,HOU,AA,22,243,0.164609053,0.32510288,0.506329113,0.266331658,0.399176954,0.452261306,0.85143826,0.185929648,3.2561227183039176,0.39090909,-2.13687664270401,43.4927136808289,9.114062494005054,0.3901559526537671,129.32341267112147,sa3022698
Scott Bandura,SFG,"AA,AAA",24,378,0.121693121,0.174603174,0.696969696,0.288888888,0.382749326,0.425396825,0.808146151,0.136507937,7.503468597609657,0.342741935,1.2203629212453961,58.619907591250325,5.315849993136316,0.3669944460327561,117.24610048823736,sa3022699
Pascanel Ferreras,HOU,"AA,AAA",24,255,0.098039215,0.223529411,0.438596491,0.310185185,0.395256916,0.462962962,0.858219878,0.152777777,5.074839825386448,0.392405063,-2.1999345254153013,44.625987711893316,7.910720545397996,0.3893103696140847,128.13797595322853,sa3022702
Zyhir Hope,LAD,AA,21,375,0.112,0.245333333,0.456521739,0.286153846,0.368,0.516923076,0.884923076,0.23076923,5.627863695676883,0.337899543,0.29328474029898643,65.87131396329632,12.817839909555824,0.386332928654975,126.85274637976849,sa3022703
Bo Davidson,SFG,"AA,AAA",23,320,0.0875,0.23125,0.378378378,0.282229965,0.34375,0.522648083,0.866398083,0.240418118,5.028574653867789,0.313131313,0.9774987092241645,52.86419649648982,9.618084552172007,0.3711392560844901,123.67778921628481,sa3022706
Roc Riggio,COL,AA,24,303,0.151815181,0.273927392,0.554216867,0.257936507,0.372937293,0.503968253,0.876905546,0.246031746,5.4802996733545895,0.327044025,-0.9099677707999945,52.958399721385035,12.06278488874534,0.3823130239319328,128.40320800813728,sa3022750
Dylan Campbell,CHW,AA,23,323,0.105263157,0.244582043,0.430379746,0.225694444,0.307453416,0.413194444,0.72064786,0.1875,6.879980216960707,0.276381909,-0.9081765953451395,39.564160998664995,-4.085758839048244,0.32052854277332377,87.17052635022785,sa3022751
Dillon Head,MIA,A+,21,246,0.117886178,0.215447154,0.547169811,0.262910798,0.357723577,0.422535211,0.780258788,0.159624413,9.44696996097017,0.326923076,3.785500656813383,36.679770512655836,0.48520825631962594,0.3609431751859867,105.55187605901438,sa3022753
Caden Connor,CHW,"AA,AAA",25,309,0.090614886,0.168284789,0.538461538,0.262773722,0.330097087,0.375912408,0.706009495,0.113138686,3.3387709305387174,0.298642533,-2.4477388113737106,36.23558506018301,-5.92139903062204,0.3211493115980648,79.1619919529066,sa3022755
Blake Mitchell,KCR,A+,21,341,0.234604105,0.340175953,0.689655172,0.22745098,0.413489736,0.462745098,0.876234834,0.235294118,5.377479888373791,0.333333333,0.4236677587032318,64.19277573240774,14.02063862098234,0.4052248395541135,129.47653894031032,sa3022756
Ryan Galanie,CHW,"AA,AAA",26,298,0.090604026,0.255033557,0.355263157,0.285171102,0.359060402,0.536121673,0.895182075,0.250950571,5.349476474615016,0.346590909,0.28318631276488304,52.22270026206264,11.577074253552048,0.3881189729143309,121.98560254333064,sa3022759
Wilson Rodriguez,NYY,A+,21,357,0.162464985,0.198879551,0.816901408,0.257839721,0.379603399,0.425087108,0.804690507,0.167247387,7.67101192744355,0.308411214,0.4910270506516099,57.71046805851936,6.328132574491493,0.3678170552334772,114.11162450683301,sa3022760
Garrett Martin,NYY,"AA,AAA",26,326,0.082822085,0.239263803,0.346153846,0.269624573,0.337423312,0.56996587,0.907389182,0.300341297,5.374883706189814,0.284974093,0.9285797411575913,57.8327816148232,13.77598849133954,0.3861531326375856,135.01622303071025,sa3022806
Tavian Josenberger,BAL,AA,24,298,0.161073825,0.251677852,0.64,0.200819672,0.334459459,0.336065573,0.670525032,0.135245901,7.398998319458065,0.26060606,1.9933500587940216,34.54956209830927,-5.671207605078936,0.3134723788983113,78.63539497872948,sa3022808
Nick Lorusso,NYM,AA,25,297,0.084175084,0.242424242,0.347222222,0.236842105,0.309764309,0.481203007,0.790967316,0.244360902,6.077892866239449,0.26519337,0.24484260939061642,41.68905618376834,1.6032555062304228,0.3420524848029268,107.9442217551624,sa3022810
Matthew Etzel,MIA,AAA,24,313,0.134185303,0.252396166,0.531645569,0.246268656,0.351437699,0.421641791,0.77307949,0.175373135,6.346316713958084,0.307262569,-0.7462487695738673,44.13408176261675,1.3800113018203939,0.35018385656344625,108.29364800510757,sa3022815
George Wolkow,CHW,A+,20,378,0.103174603,0.306878306,0.336206896,0.241590214,0.326259946,0.458715596,0.784975542,0.217125382,6.455017250672388,0.316831683,-2.00454465392977,53.467553092507984,-0.9372727141097497,0.3447842098614003,99.84850419749885,sa3022817
Stone Russell,KCR,A,22,320,0.1,0.215625,0.463768115,0.259927797,0.34384858,0.357400722,0.701249302,0.097472925,5.158630904194226,0.331730769,-0.015472771599888802,40.77748846240597,-3.1471960621301553,0.33820259514667256,88.92280290437536,sa3022819
Bernard Moon,CIN,A,21,333,0.111111111,0.249249249,0.445783132,0.271428571,0.366666666,0.446428571,0.813095237,0.175,4.007048270610332,0.350515463,-1.8141923062503338,54.819974999018605,8.42119454879373,0.37798861373554576,117.19315132945823,sa3022821
Carter Graham,CIN,"A+,AA",24,346,0.150289017,0.184971098,0.8125,0.329749103,0.452173913,0.616487455,1.068661368,0.286738352,3.8064714587590895,0.365482233,-0.2697080262005329,85.52196597604016,35.24274056700925,0.4710936772650567,168.42217897666362,sa3022824
